class	time_point	avg_expression
ENSG00000078124.11	upregulation	NA	6.19375
ENSG00000111859.16	upregulation	NA	6.215
ENSG00000109079.9	upregulation	NA	6.23875
ENSG00000185022.11	upregulation	NA	6.2575
ENSG00000157483.8	upregulation	NA	6.29333
ENSG00000070882.12	upregulation	NA	6.33083
ENSG00000204634.12	upregulation	NA	6.34125
ENSG00000136634.5	upregulation	NA	6.37042
ENSG00000276600.4	upregulation	NA	6.40875
ENSG00000181804.14	upregulation	NA	6.42833
ENSG00000127951.5	upregulation	NA	6.44833
ENSG00000064652.10	upregulation	NA	6.4925
ENSG00000167987.10	upregulation	NA	6.5225
ENSG00000144455.13	upregulation	NA	6.53833
ENSG00000089060.11	upregulation	NA	6.54625
ENSG00000168994.13	upregulation	NA	6.61875
ENSG00000108582.11	upregulation	NA	6.64375
ENSG00000065413.16	upregulation	NA	6.645
ENSG00000070190.12	upregulation	NA	6.65292
ENSG00000133574.9	upregulation	NA	6.70625
ENSG00000170989.8	upregulation	NA	6.74
ENSG00000166928.10	upregulation	NA	6.78417
ENSG00000125744.11	upregulation	NA	6.8025
ENSG00000113273.15	upregulation	NA	6.82125
ENSG00000126821.7	upregulation	NA	6.86042
ENSG00000197442.9	upregulation	NA	6.90458
ENSG00000171227.6	upregulation	NA	6.91708
ENSG00000117280.12	upregulation	NA	6.94792
ENSG00000137965.10	upregulation	NA	6.98833
ENSG00000013288.8	upregulation	NA	6.99083
ENSG00000117151.12	upregulation	NA	7.01125
ENSG00000100427.15	upregulation	NA	7.01417
ENSG00000151790.8	upregulation	NA	7.12208
ENSG00000181634.7	upregulation	NA	7.22583
ENSG00000120337.8	upregulation	NA	7.22708
ENSG00000104974.10	upregulation	NA	7.29708
ENSG00000122042.9	upregulation	NA	7.38125
ENSG00000102575.10	upregulation	NA	7.4275
ENSG00000166548.15	upregulation	NA	7.47125
ENSG00000151176.7	upregulation	NA	7.49292
ENSG00000134070.4	upregulation	NA	7.50625
ENSG00000107796.12	upregulation	NA	7.56292
ENSG00000145416.13	upregulation	NA	7.64625
ENSG00000124588.19	upregulation	NA	7.65792
ENSG00000110665.11	upregulation	NA	7.67708
ENSG00000155252.13	upregulation	NA	7.74167
ENSG00000101307.15	upregulation	NA	7.74333
ENSG00000175155.8	upregulation	NA	7.76833
ENSG00000116991.10	upregulation	NA	7.78375
ENSG00000105246.5	upregulation	NA	7.89333
ENSG00000167994.11	upregulation	NA	7.92042
ENSG00000180061.9	upregulation	NA	7.9525
ENSG00000196878.12	upregulation	NA	8.08792
ENSG00000158828.5	upregulation	NA	8.17042
ENSG00000105711.10	upregulation	NA	8.1975
ENSG00000103522.15	upregulation	NA	8.20667
ENSG00000154229.11	upregulation	NA	8.21042
ENSG00000137757.10	upregulation	NA	8.21458
ENSG00000151490.13	upregulation	NA	8.28375
ENSG00000115919.14	upregulation	NA	8.30042
ENSG00000157107.13	upregulation	NA	8.3275
ENSG00000146192.14	upregulation	NA	8.37667
ENSG00000123643.12	upregulation	NA	8.41042
ENSG00000105609.16	upregulation	NA	8.43792
ENSG00000100100.12	upregulation	NA	8.51333
ENSG00000025708.13	upregulation	NA	8.52417
ENSG00000116016.13	upregulation	NA	8.52917
ENSG00000138670.16	upregulation	NA	8.55417
ENSG00000158270.11	upregulation	NA	8.65542
ENSG00000246705.4	upregulation	NA	8.66125
ENSG00000140749.8	upregulation	NA	8.695
ENSG00000126882.12	upregulation	NA	8.74708
ENSG00000105327.15	upregulation	NA	8.77083
ENSG00000167851.13	upregulation	NA	8.82083
ENSG00000115271.10	upregulation	NA	8.83875
ENSG00000125611.15	upregulation	NA	8.84208
ENSG00000091073.19	upregulation	NA	8.845
ENSG00000258227.6	upregulation	NA	8.86625
ENSG00000167850.3	upregulation	NA	8.94125
ENSG00000171840.11	upregulation	NA	8.94125
ENSG00000119922.8	upregulation	NA	8.98792
ENSG00000160791.13	upregulation	NA	9.04375
ENSG00000112394.16	upregulation	NA	9.05958
ENSG00000120725.12	upregulation	NA	9.06
ENSG00000102181.20	upregulation	NA	9.08333
ENSG00000162745.10	upregulation	NA	9.13917
ENSG00000167528.12	upregulation	NA	9.19375
ENSG00000130304.16	upregulation	NA	9.20667
ENSG00000136250.11	upregulation	NA	9.21208
ENSG00000188641.12	upregulation	NA	9.21625
ENSG00000116667.12	upregulation	NA	9.21875
ENSG00000175538.10	upregulation	NA	9.28458
ENSG00000163694.14	upregulation	NA	9.28708
ENSG00000174837.14	upregulation	NA	9.30583
ENSG00000105656.12	upregulation	NA	9.37458
ENSG00000143376.12	upregulation	NA	9.39333
ENSG00000167565.12	upregulation	NA	9.40458
ENSG00000161677.11	upregulation	NA	9.47167
ENSG00000052795.12	upregulation	NA	9.47583
ENSG00000196369.10	upregulation	NA	9.52833
ENSG00000120594.16	upregulation	NA	9.56667
ENSG00000139974.15	upregulation	NA	9.58375
ENSG00000158109.14	upregulation	NA	9.63667
ENSG00000140030.5	upregulation	NA	9.64208
ENSG00000185745.9	upregulation	NA	9.64208
ENSG00000142961.14	upregulation	NA	9.70292
ENSG00000167778.8	upregulation	NA	9.7175
ENSG00000077585.13	upregulation	NA	9.765
ENSG00000186577.11	upregulation	NA	9.775
ENSG00000186074.18	upregulation	NA	9.78583
ENSG00000154803.12	upregulation	NA	9.83167
ENSG00000196562.14	upregulation	NA	9.9275
ENSG00000104921.14	upregulation	NA	9.99292
ENSG00000084676.15	upregulation	NA	10.0038
ENSG00000109099.13	upregulation	NA	10.0825
ENSG00000213699.8	upregulation	NA	10.1017
ENSG00000215375.6	upregulation	NA	10.1475
ENSG00000170909.13	upregulation	NA	10.2654
ENSG00000214212.8	upregulation	NA	10.3146
ENSG00000162783.10	upregulation	NA	10.3917
ENSG00000103174.11	upregulation	NA	10.4492
ENSG00000137801.10	upregulation	NA	10.4979
ENSG00000104343.19	upregulation	NA	10.4992
ENSG00000153208.16	upregulation	NA	10.5812
ENSG00000177000.10	upregulation	NA	10.5925
ENSG00000108784.9	upregulation	NA	10.6933
ENSG00000080546.13	upregulation	NA	10.7242
ENSG00000083799.17	upregulation	NA	10.7575
ENSG00000110876.9	upregulation	NA	10.7804
ENSG00000143110.11	upregulation	NA	10.7808
ENSG00000134769.21	upregulation	NA	10.8129
ENSG00000042445.13	upregulation	NA	10.8379
ENSG00000100417.11	upregulation	NA	10.8492
ENSG00000118217.5	upregulation	NA	10.9308
ENSG00000160216.18	upregulation	NA	10.9375
ENSG00000176994.10	upregulation	NA	10.9463
ENSG00000276231.4	upregulation	NA	10.9487
ENSG00000081087.14	upregulation	NA	10.9771
ENSG00000160883.10	upregulation	NA	11.0279
ENSG00000205423.11	upregulation	NA	11.0925
ENSG00000102524.11	upregulation	NA	11.1221
ENSG00000174600.13	upregulation	NA	11.1933
ENSG00000113749.6	upregulation	NA	11.2533
ENSG00000095383.19	upregulation	NA	11.2754
ENSG00000184060.10	upregulation	NA	11.3237
ENSG00000136867.10	upregulation	NA	11.3592
ENSG00000185947.14	upregulation	NA	11.4458
ENSG00000186088.15	upregulation	NA	11.4596
ENSG00000122557.9	upregulation	NA	11.5104
ENSG00000168216.10	upregulation	NA	11.5379
ENSG00000026103.19	upregulation	NA	11.6017
ENSG00000145358.6	upregulation	NA	11.9017
ENSG00000142694.6	upregulation	NA	11.9079
ENSG00000156858.11	upregulation	NA	11.9204
ENSG00000131370.15	upregulation	NA	11.9638
ENSG00000115590.13	upregulation	NA	11.9892
ENSG00000159256.12	upregulation	NA	12.0188
ENSG00000139505.11	upregulation	NA	12.0208
ENSG00000182108.9	upregulation	NA	12.1221
ENSG00000174705.11	upregulation	NA	12.1642
ENSG00000126062.3	upregulation	NA	12.3542
ENSG00000025434.18	upregulation	NA	12.3871
ENSG00000155099.7	upregulation	NA	12.4
ENSG00000162819.11	upregulation	NA	12.4025
ENSG00000090674.15	upregulation	NA	12.415
ENSG00000135678.11	upregulation	NA	12.5254
ENSG00000119669.4	upregulation	NA	12.535
ENSG00000099985.3	upregulation	NA	12.5483
ENSG00000145685.13	upregulation	NA	12.5575
ENSG00000151883.16	upregulation	NA	12.6025
ENSG00000131724.10	upregulation	NA	12.7504
ENSG00000089041.16	upregulation	NA	12.7521
ENSG00000239697.10	upregulation	NA	12.8054
ENSG00000131507.10	upregulation	NA	12.8112
ENSG00000129422.14	upregulation	NA	12.8596
ENSG00000182372.7	upregulation	NA	12.9254
ENSG00000075790.10	upregulation	NA	12.9267
ENSG00000124570.17	upregulation	NA	12.9321
ENSG00000168461.12	upregulation	NA	12.9371
ENSG00000205726.13	upregulation	NA	13.0008
ENSG00000172216.5	upregulation	NA	13.0079
ENSG00000000938.12	upregulation	NA	13.0208
ENSG00000135241.16	upregulation	NA	13.0496
ENSG00000118985.15	upregulation	NA	13.0521
ENSG00000126458.3	upregulation	NA	13.1408
ENSG00000101916.11	upregulation	NA	13.1867
ENSG00000100599.15	upregulation	NA	13.2404
ENSG00000136869.13	upregulation	NA	13.3033
ENSG00000108599.14	upregulation	NA	13.3371
ENSG00000123240.16	upregulation	NA	13.3467
ENSG00000057657.14	upregulation	NA	13.4308
ENSG00000275395.4	upregulation	NA	13.5388
ENSG00000142166.12	upregulation	NA	13.5483
ENSG00000111817.16	upregulation	NA	13.5733
ENSG00000103066.12	upregulation	NA	13.5829
ENSG00000088298.12	upregulation	NA	13.5975
ENSG00000082074.15	upregulation	NA	13.6037
ENSG00000163785.12	upregulation	NA	13.7308
ENSG00000090659.17	upregulation	NA	13.7425
ENSG00000088827.12	upregulation	NA	13.8058
ENSG00000118689.14	upregulation	NA	13.8267
ENSG00000187239.16	upregulation	NA	13.8642
ENSG00000134575.9	upregulation	NA	13.905
ENSG00000134955.11	upregulation	NA	13.9108
ENSG00000189077.10	upregulation	NA	13.9187
ENSG00000167193.7	upregulation	NA	14.0038
ENSG00000103042.8	upregulation	NA	14.0133
ENSG00000178996.12	upregulation	NA	14.0833
ENSG00000105383.14	upregulation	NA	14.0875
ENSG00000146376.10	upregulation	NA	14.0938
ENSG00000005844.17	upregulation	NA	14.1158
ENSG00000116954.7	upregulation	NA	14.15
ENSG00000014257.15	upregulation	NA	14.2338
ENSG00000148358.19	upregulation	NA	14.2713
ENSG00000133794.17	upregulation	NA	14.4183
ENSG00000112033.13	upregulation	NA	14.4321
ENSG00000144909.7	upregulation	NA	14.4642
ENSG00000196209.12	upregulation	NA	14.6475
ENSG00000088826.17	upregulation	NA	14.6842
ENSG00000099998.17	upregulation	NA	14.7846
ENSG00000198663.16	upregulation	NA	14.8796
ENSG00000166670.9	upregulation	NA	14.9071
ENSG00000120306.9	upregulation	NA	15.0067
ENSG00000155906.16	upregulation	NA	15.0242
ENSG00000136960.12	upregulation	NA	15.2446
ENSG00000113163.15	upregulation	NA	15.2788
ENSG00000186815.12	upregulation	NA	15.3183
ENSG00000170017.12	upregulation	NA	15.3892
ENSG00000006459.10	upregulation	NA	15.4033
ENSG00000100997.18	upregulation	NA	15.5
ENSG00000178573.6	upregulation	NA	15.5096
ENSG00000101347.8	upregulation	NA	15.5142
ENSG00000197860.9	upregulation	NA	15.58
ENSG00000124140.12	upregulation	NA	15.7471
ENSG00000162645.12	upregulation	NA	15.7558
ENSG00000152270.8	upregulation	NA	15.8433
ENSG00000099860.8	upregulation	NA	15.8479
ENSG00000145819.15	upregulation	NA	15.8542
ENSG00000070540.12	upregulation	NA	15.8654
ENSG00000039319.16	upregulation	NA	15.8925
ENSG00000181467.3	upregulation	NA	16.0329
ENSG00000105856.13	upregulation	NA	16.1167
ENSG00000143382.13	upregulation	NA	16.1208
ENSG00000165457.13	upregulation	NA	16.2296
ENSG00000182544.8	upregulation	NA	16.235
ENSG00000059377.15	upregulation	NA	16.2783
ENSG00000130592.13	upregulation	NA	16.2892
ENSG00000197329.11	upregulation	NA	16.4038
ENSG00000140859.15	upregulation	NA	16.4404
ENSG00000140548.9	upregulation	NA	16.4542
ENSG00000184557.4	upregulation	NA	16.4779
ENSG00000204386.10	upregulation	NA	16.5467
ENSG00000120868.13	upregulation	NA	16.6375
ENSG00000119523.9	upregulation	NA	16.6704
ENSG00000135956.8	upregulation	NA	16.8175
ENSG00000172322.13	upregulation	NA	16.9554
ENSG00000006534.15	upregulation	NA	17.1188
ENSG00000198909.7	upregulation	NA	17.1237
ENSG00000179630.10	upregulation	NA	17.1746
ENSG00000059728.10	upregulation	NA	17.2129
ENSG00000183696.13	upregulation	NA	17.2483
ENSG00000185909.14	upregulation	NA	17.2662
ENSG00000183597.15	upregulation	NA	17.3425
ENSG00000128512.19	upregulation	NA	17.3708
ENSG00000106733.20	upregulation	NA	17.4838
ENSG00000140379.7	upregulation	NA	17.5892
ENSG00000099282.9	upregulation	NA	17.6029
ENSG00000147443.12	upregulation	NA	17.6121
ENSG00000162512.15	upregulation	NA	17.8575
ENSG00000102218.5	upregulation	NA	18.245
ENSG00000078902.15	upregulation	NA	18.2521
ENSG00000167604.13	upregulation	NA	18.2592
ENSG00000155307.17	upregulation	NA	18.3225
ENSG00000170385.9	upregulation	NA	18.3558
ENSG00000175471.19	upregulation	NA	18.3846
ENSG00000182782.7	upregulation	NA	18.39
ENSG00000102096.9	upregulation	NA	18.4179
ENSG00000123384.13	upregulation	NA	18.4521
ENSG00000159335.15	upregulation	NA	18.4638
ENSG00000104324.15	upregulation	NA	18.5179
ENSG00000048392.11	upregulation	NA	18.5283
ENSG00000164125.15	upregulation	NA	18.5883
ENSG00000119522.15	upregulation	NA	18.6296
ENSG00000136826.14	upregulation	NA	18.6679
ENSG00000135077.8	upregulation	NA	18.7479
ENSG00000122547.10	upregulation	NA	18.7596
ENSG00000124126.13	upregulation	NA	18.7842
ENSG00000149577.15	upregulation	NA	18.7925
ENSG00000174125.7	upregulation	NA	18.8496
ENSG00000175348.10	upregulation	NA	18.9983
ENSG00000169682.17	upregulation	NA	19.0208
ENSG00000163297.16	upregulation	NA	19.1592
ENSG00000156127.6	upregulation	NA	19.1904
ENSG00000091039.16	upregulation	NA	19.3596
ENSG00000187116.13	upregulation	NA	19.4233
ENSG00000134107.4	upregulation	NA	19.4913
ENSG00000138678.10	upregulation	NA	19.535
ENSG00000114450.9	upregulation	NA	19.6313
ENSG00000003402.19	upregulation	NA	19.6713
ENSG00000126246.9	upregulation	NA	19.6871
ENSG00000181523.12	upregulation	NA	19.7196
ENSG00000117758.13	upregulation	NA	19.8187
ENSG00000158714.10	upregulation	NA	19.8212
ENSG00000244482.10	upregulation	NA	19.8408
ENSG00000013583.8	upregulation	NA	20.0042
ENSG00000141506.13	upregulation	NA	20.0767
ENSG00000169403.11	upregulation	NA	20.0992
ENSG00000002919.14	upregulation	NA	20.1583
ENSG00000168734.13	upregulation	NA	20.4308
ENSG00000168591.15	upregulation	NA	20.5337
ENSG00000135912.10	upregulation	NA	20.5713
ENSG00000197629.5	upregulation	NA	20.6508
ENSG00000176845.12	upregulation	NA	20.6521
ENSG00000110324.9	upregulation	NA	20.6867
ENSG00000165312.6	upregulation	NA	20.7104
ENSG00000077150.17	upregulation	NA	20.7554
ENSG00000129450.8	upregulation	NA	20.82
ENSG00000159348.12	upregulation	NA	20.9704
ENSG00000160593.17	upregulation	NA	21.0329
ENSG00000196189.12	upregulation	NA	21.1342
ENSG00000080815.18	upregulation	NA	21.14
ENSG00000126005.16	upregulation	NA	21.1412
ENSG00000083223.17	upregulation	NA	21.1521
ENSG00000181481.13	upregulation	NA	21.2596
ENSG00000175489.9	upregulation	NA	21.2779
ENSG00000176049.15	upregulation	NA	21.3608
ENSG00000161642.17	upregulation	NA	21.37
ENSG00000162144.9	upregulation	NA	21.3929
ENSG00000176783.14	upregulation	NA	21.5554
ENSG00000163625.15	upregulation	NA	21.5875
ENSG00000171298.12	upregulation	NA	21.7063
ENSG00000135334.8	upregulation	NA	21.9188
ENSG00000169896.16	upregulation	NA	22.0833
ENSG00000127507.17	upregulation	NA	22.1162
ENSG00000123124.13	upregulation	NA	22.2767
ENSG00000136235.15	upregulation	NA	22.2896
ENSG00000095794.19	upregulation	NA	22.335
ENSG00000261371.5	upregulation	NA	22.4525
ENSG00000166619.12	upregulation	NA	22.7033
ENSG00000110934.10	upregulation	NA	22.8092
ENSG00000121858.10	upregulation	NA	22.8258
ENSG00000064225.12	upregulation	NA	22.8458
ENSG00000073737.16	upregulation	NA	22.8729
ENSG00000077238.13	upregulation	NA	22.8833
ENSG00000090339.8	upregulation	NA	23.0042
ENSG00000150681.9	upregulation	NA	23.3004
ENSG00000197405.7	upregulation	NA	23.305
ENSG00000115415.18	upregulation	NA	23.3462
ENSG00000090581.9	upregulation	NA	23.4971
ENSG00000129925.10	upregulation	NA	23.5192
ENSG00000100979.14	upregulation	NA	23.6587
ENSG00000197548.12	upregulation	NA	23.6746
ENSG00000149557.12	upregulation	NA	23.6979
ENSG00000113119.12	upregulation	NA	23.8117
ENSG00000196396.9	upregulation	NA	23.8433
ENSG00000160695.14	upregulation	NA	23.925
ENSG00000168329.13	upregulation	NA	24.2954
ENSG00000166523.7	upregulation	NA	24.4075
ENSG00000241839.9	upregulation	NA	24.4979
ENSG00000136868.10	upregulation	NA	24.5583
ENSG00000161921.14	upregulation	NA	24.7829
ENSG00000133048.12	upregulation	NA	24.8513
ENSG00000169413.2	upregulation	NA	25.0088
ENSG00000013364.18	upregulation	NA	25.3179
ENSG00000099250.17	upregulation	NA	25.3992
ENSG00000146278.10	upregulation	NA	25.3996
ENSG00000125454.11	upregulation	NA	25.5188
ENSG00000136205.16	upregulation	NA	25.5708
ENSG00000149177.12	upregulation	NA	25.6562
ENSG00000197555.9	upregulation	NA	25.7629
ENSG00000204161.13	upregulation	NA	25.775
ENSG00000111684.10	upregulation	NA	26.2013
ENSG00000114013.15	upregulation	NA	26.3825
ENSG00000204397.7	upregulation	NA	26.4442
ENSG00000170832.12	upregulation	NA	26.4621
ENSG00000197976.11	upregulation	NA	26.5758
ENSG00000249437.7	upregulation	NA	26.6592
ENSG00000141458.12	upregulation	NA	26.94
ENSG00000177628.15	upregulation	NA	26.9433
ENSG00000157538.13	upregulation	NA	27.0058
ENSG00000198960.10	upregulation	NA	27.0233
ENSG00000006007.11	upregulation	NA	27.1317
ENSG00000129657.14	upregulation	NA	27.1379
ENSG00000119729.10	upregulation	NA	27.1596
ENSG00000068323.16	upregulation	NA	27.4638
ENSG00000111252.10	upregulation	NA	27.4654
ENSG00000111737.11	upregulation	NA	27.495
ENSG00000163154.5	upregulation	NA	27.8137
ENSG00000172243.17	upregulation	NA	28.2425
ENSG00000179163.11	upregulation	NA	28.2762
ENSG00000188603.16	upregulation	NA	28.295
ENSG00000104093.13	upregulation	NA	28.5025
ENSG00000138744.14	upregulation	NA	28.5746
ENSG00000159658.10	upregulation	NA	28.7392
ENSG00000177674.15	upregulation	NA	28.7412
ENSG00000137491.14	upregulation	NA	28.7775
ENSG00000130208.9	upregulation	NA	28.9771
ENSG00000086062.12	upregulation	NA	29.4642
ENSG00000157227.12	upregulation	NA	29.6567
ENSG00000011028.13	upregulation	NA	29.6721
ENSG00000132824.13	upregulation	NA	29.7787
ENSG00000132205.10	upregulation	NA	29.8075
ENSG00000079950.13	upregulation	NA	29.8188
ENSG00000119321.8	upregulation	NA	29.8254
ENSG00000074964.16	upregulation	NA	29.83
ENSG00000047365.11	upregulation	NA	29.8454
ENSG00000108788.11	upregulation	NA	29.8867
ENSG00000138135.6	upregulation	NA	30.0121
ENSG00000103043.14	upregulation	NA	30.0404
ENSG00000085514.15	upregulation	NA	30.2812
ENSG00000181929.11	upregulation	NA	30.3413
ENSG00000166501.12	upregulation	NA	30.4187
ENSG00000213928.8	upregulation	NA	30.5042
ENSG00000132694.18	upregulation	NA	30.5092
ENSG00000101337.15	upregulation	NA	30.585
ENSG00000049245.12	upregulation	NA	30.6696
ENSG00000111670.14	upregulation	NA	30.8346
ENSG00000132669.12	upregulation	NA	30.9767
ENSG00000115165.9	upregulation	NA	31.0429
ENSG00000168610.14	upregulation	NA	31.1933
ENSG00000167671.11	upregulation	NA	31.2292
ENSG00000159842.14	upregulation	NA	31.41
ENSG00000033627.14	upregulation	NA	31.5512
ENSG00000063245.14	upregulation	NA	31.5875
ENSG00000113108.17	upregulation	NA	31.6071
ENSG00000111321.10	upregulation	NA	31.8229
ENSG00000129625.12	upregulation	NA	31.9633
ENSG00000155926.13	upregulation	NA	31.9675
ENSG00000112697.15	upregulation	NA	32.0317
ENSG00000172661.17	upregulation	NA	32.2183
ENSG00000070961.15	upregulation	NA	32.2525
ENSG00000100280.16	upregulation	NA	32.4812
ENSG00000124942.13	upregulation	NA	32.7225
ENSG00000159110.19	upregulation	NA	32.7658
ENSG00000168476.11	upregulation	NA	32.8096
ENSG00000125734.13	upregulation	NA	32.9204
ENSG00000101152.10	upregulation	NA	32.9383
ENSG00000124299.13	upregulation	NA	32.95
ENSG00000145779.7	upregulation	NA	32.9988
ENSG00000135124.14	upregulation	NA	33.1721
ENSG00000167703.14	upregulation	NA	33.4413
ENSG00000107738.19	upregulation	NA	33.5963
ENSG00000135677.10	upregulation	NA	33.7838
ENSG00000170266.15	upregulation	NA	34.1408
ENSG00000110422.11	upregulation	NA	34.4354
ENSG00000196352.14	upregulation	NA	34.4354
ENSG00000170525.18	upregulation	NA	34.4379
ENSG00000047249.16	upregulation	NA	34.75
ENSG00000108861.8	upregulation	NA	34.7596
ENSG00000109270.12	upregulation	NA	34.8092
ENSG00000100554.11	upregulation	NA	35.0554
ENSG00000140678.16	upregulation	NA	35.1512
ENSG00000135655.13	upregulation	NA	35.2058
ENSG00000116977.18	upregulation	NA	35.2863
ENSG00000143753.12	upregulation	NA	35.3663
ENSG00000173083.14	upregulation	NA	35.4508
ENSG00000115561.15	upregulation	NA	35.6463
ENSG00000155465.18	upregulation	NA	35.7292
ENSG00000137752.22	upregulation	NA	36.0325
ENSG00000171051.8	upregulation	NA	36.2238
ENSG00000114738.10	upregulation	NA	36.4496
ENSG00000086666.18	upregulation	NA	36.5767
ENSG00000196954.12	upregulation	NA	36.6221
ENSG00000169826.7	upregulation	NA	36.6321
ENSG00000143570.17	upregulation	NA	36.7138
ENSG00000266028.7	upregulation	NA	36.8817
ENSG00000162923.14	upregulation	NA	37.0317
ENSG00000021355.12	upregulation	NA	37.2354
ENSG00000204577.11	upregulation	NA	37.4608
ENSG00000135926.12	upregulation	NA	37.5063
ENSG00000157045.8	upregulation	NA	37.5567
ENSG00000138600.9	upregulation	NA	37.8071
ENSG00000143344.15	upregulation	NA	37.9096
ENSG00000175606.10	upregulation	NA	38.0129
ENSG00000108700.4	upregulation	NA	38.1108
ENSG00000146476.10	upregulation	NA	38.2533
ENSG00000260916.5	upregulation	NA	38.5429
ENSG00000113384.13	upregulation	NA	38.6796
ENSG00000103496.14	upregulation	NA	39.045
ENSG00000081237.18	upregulation	NA	39.1346
